ID,text,source_type,subject,topic,keywords,chapter,title,,冊數,待辦備註
212,**歷程** | 1. 1684年清廷將臺灣、澎湖納入版圖<br>2. 1895年臺灣成為日本殖民地<br>3. 1945年臺灣由中華民國接收，1949年政府撤遷來臺，加上作為軍事前哨站的金門、馬祖，逐漸形成一體<br>**政治** | 臺澎金馬地區具有政治的統一性：這個地區有集體意志，且是由國家政治組織（中華民國）的決定和行動來展現<br>**現況** | 不論世界各國是否承認中華民國，臺灣的總統、國會都是人民直接選舉產生，也符合國家具備條件「人民、土地、政府、主權」，政府的統治權不受外來因素介入<br><br>【改寫自：思想編輯委員會，《1949：交替與再生》（臺北：聯經，2009），p.217】,teachers_book,中華民國,政治,"[臺澎金馬, 中華民國, 主權, 政治的統一性, 政府遷臺]",V.1/Ch.4/臺澎金馬一體化,臺澎金馬成為一體,,,
213,**時間** | 1954~1955年<br>**攻擊** | 1954年9月3日，中共由廈門向金門展開猛烈砲擊。這是繼1949年後中共第一次「砲擊金門」，引發第一起臺海危機<br>**反擊** | 中華民國徵得美方同意後，於9月7日起開始反擊<br>**影響** | 美國驚覺中共在東亞的對外政策，有可能發展成一連串的擴張，故與中華民國在1954年底簽訂《中美共同防禦條約》<br>**擴大** | 1955年初，中共攻下一江山島，美國協助國民黨軍民自大陳島撤退<br><br>【參考自：「九三砲戰」，文化部國家文化資料庫，http://nrch.culture.tw/twpedia.aspx?id=5198】,teachers_book,中華民國,政治,"[九三戰役, 臺海危機, 砲擊金門, 中美共同防禦條約, 一江山島]",V.1/Ch.4/臺澎金馬一體化,九三戰役（第一次臺海危機）,,,
214,**背景** | 國民黨在國共內戰中節節敗退<br>**實施** | 1948年5月10日<br>**內容** | 1. 賦予總統緊急處分權<br>2. 刪除總統只能連任1次的限制<br>**意義** | 獨裁政體的法律依據<br>**結束** | 1991年5月,teachers_book,中華民國,政治,"[動員戡亂, 臨時條款, 總統, 緊急處分權, 獨裁政體]",V.1/Ch.4/臺澎金馬一體化,《動員戡亂時期臨時條款》,,,
215,**施行** | 1949年5月20日<br>**狀態** | 國家遭逢戰爭或叛亂等非常狀態而採取的緊急軍事措施<br>**軍法介入** | 1. 戒嚴之地區，其行政及司法事務均移歸軍方，改由該地最高司令官掌管<br>2. 許多刑事案件（尤其是叛亂、匪諜、結夥搶劫等重大犯罪）被告，即使不是軍人，仍須依《陸海空軍審判法》（後改為《軍事審判法》）受軍事審判<br>**限制** | 1. 集會、結社、罷工、罷課、罷市等都在禁止之列<br>2. 制定新聞、雜誌、圖書管理辦法，使言論、出版、講學等自由受到嚴重箝制<br>**結束** | 1987年7月15日<br><br>【改寫自：許雪姬策劃，《臺灣歷史辭典》（臺北：文建會，2004），p.701、1095。薛化元，《臺灣開發史》（臺北：三民，1999），pp.166 ~ 169。李筱峰，《臺灣史100件大事（下）》（臺北：玉山社，1999），pp.39 ~ 40。〈戒嚴〉，文化部國家文化資料庫，http://nrch.culture.tw/twpedia.aspx?id=3861】,teachers_book,中華民國,政治,"[戒嚴, 軍法, 軍事審判, 集會結社, 言論自由]",V.1/Ch.4/臺澎金馬一體化,臺灣戒嚴,,,
216,**成立** | 1950年<br>**目的** | 對黨內組織進行調整，對黨員進行思想改造與整肅，建立以蔣中正為權力中心的統治體制<br>**成員** | 反映蔣中正的權威分配模式：以黨政軍為核心，皆任命自己嫡系出身的人。如陳誠、袁守謙是黃埔系統，代表軍方及情治力量；張其昀、谷正綱等係黨團出身，代表黨務系統；胡建中、曾虛白、崔書琴是代表黨的文宣系統<br>**活動** | 從小組到中央的各級組織建立後，國民黨即在黨內展開持續不斷的教育訓練<br>1. 教育：由黨小組長期堅持的學習活動<br>2. 訓練：指短期學習<br>（1）各級改造委員會派宣傳小組深入各地，對基層幹部做巡迴演講<br>（2）抽調中高級幹部到陽明山革命實踐研究院學習<br><br>【改寫自：陳正茂，《臺灣早期政黨史略（1900 ~ 1960）》（臺北：秀威資訊，2009），pp.166 ~ 171】,teachers_book,中華民國,政治,"[中央改造委員會, 國民黨, 蔣中正, 思想改造, 革命實踐研究院]",V.1/Ch.4/臺澎金馬一體化,中央改造委員會,,,
217,**憲政** | 1947年，中華民國正式實施《憲法》，總統由國民大會間接選出，任期為6年，可連選連任一次<br>**擴權** | 蔣中正於1948年及1954年兩度當選總統，1960年總統選舉理應無法再參選，但因《動員戡亂時期臨時條款》賦予「動員戡亂時期，總統、副總統得連選連任，不受憲法連任一次之限制」，於是蔣中正再度擔任中華民國第三、四、五屆總統，直至其去世<br>**反彈** | 中國大陸來臺的自由主義人士如雷震、胡適等，或本土菁英如李萬居、高玉樹等人曾公開連署反對蔣中正違反《憲法》連任總統<br><br>【改寫自：游梓翔，《領袖的聲音：兩岸領導人重要演講選輯，1906 ~ 2006》（臺北：五南，2006），pp.350 ~ 351】,teachers_book,中華民國,政治,"[連選連任, 蔣中正, 憲法, 動員戡亂時期臨時條款, 雷震]",V.1/Ch.4/臺澎金馬一體化,總統、副總統得以連選連任,,,
218,**施行** | 1949年6月<br>**內容（節錄）** | 第二條第1項（俗稱二條一）：犯《刑法》第100條第1項、第103條第1項、第104條第1項之罪者，處死刑<br>第十條：在戒嚴區域犯叛亂罪者，不論身分概由軍事機關審判之<br>**影響** | 《刑法》之內亂、外患罪之刑度被加重<br>**廢除** | 1991年5月<br><br>【改寫自：呂芳上主編，《戰後初期的臺灣（1945-1960s）》（臺北：國史館，2015年），p.696】,teachers_book,中華民國,政治,"[懲治叛亂條例, 二條一, 刑法, 戒嚴, 軍事機關]",V.1/Ch.4/臺澎金馬一體化,《懲治叛亂條例》,,,
219,**施行** | 1950年6月<br>**內容（節錄）** | 第一條：本條例之適用範圍<br>戡亂時期檢肅匪諜，適用本條例，本條例未規定者，適用其他法令<br>第二條：定義（一）匪諜<br>本條例稱匪諜者，指《懲治叛亂條例》所稱之叛徒，或與叛徒通謀勾結之人<br>第三條：定義（二）治安機關<br>本條例稱治安機關者，指依法令負責檢肅匪諜，或維持治安之機關<br>第四條：告密檢舉之義務<br>發現匪諜或有匪諜嫌疑者，無論何人均應向當地政府或治安機關告密檢舉。主管機關對於告密檢舉人應保守其祕密<br>第五條：鄰里長之責任及應處分連保連坐之人員<br>人民居住處所有無匪諜潛伏，該管保甲長或鄰里長應隨時嚴密清查。各機關、部隊、學校工廠或其他團體所有人員，應取具二人以上之連保切結，如有發現匪諜潛伏，連保人與該管直屬主管人員應受嚴厲處分，其處分辦法另定之<br>**影響** | 一旦被檢舉為匪諜，政府可不經任何法律程序即可加以逮捕、審訊乃至於定罪下獄<br>**廢止** | 1991年6月,teachers_book,中華民國,政治,"[檢肅匪諜條例, 匪諜, 告密檢舉, 連保, 治安機關]",V.1/Ch.4/臺澎金馬一體化,《檢肅匪諜條例》,,,
220,**特務機關** | 1960年代中期，國家安全局成立，統攝各情報機關如警備總部、調查局、情報局等<br>**整肅異己** | 可能因政治見解不同、說了當局不中聽的話、寫了批評時政的文章，便被羅織入罪，或惹來殺身之禍；甚至有人因為擁有家產而成為特務人員敲詐勒索的對象，以致家破人亡<br>**政治案件** | 1. 對親中共的左翼運動之打擊：1949年鹿窟事件、鍾浩東基隆中學案、蔡孝乾案等<br>2. 對臺獨運動者的整肅：1950年黃紀男等人的臺獨案、1961年陳智雄案、1962年臺灣共和國傳單事件等<br>3. 整肅山地原住民族的自治運動：樂信・瓦旦（林瑞昌）、吾雍・雅達烏猶卡那（高一生）、湯守仁等原住民族菁英的遇害<br>4. 對民主運動的壓制：雷震案，使籌組中的反對黨胎死腹中<br>5. 政治權力的鬥爭：孫立人案後，其兵權遭解除<br>6. 情治特務單位間的鬥爭：李世傑案等<br>7. 文字獄：柏楊、李敖等作家入獄,teachers_book,中華民國,政治,"[白色恐怖, 政治案件, 特務機關, 整肅異己, 文字獄]",V.1/Ch.4/臺澎金馬一體化,白色恐怖與政治案件,,,
221,**背景** | 1. 1947年中華民國行憲後，由中國各地選出的國大代表、立法委員組成「第1屆」國會<br>2. 第1屆民意代表任期還未屆滿，中華民國政府就已喪失全中國大陸的領土<br>**過程** | 1954年，大法官會議決議，認為在「反攻大陸，收復失土」前，第1屆民意代表不必改選<br>**爭議** | 第1屆民意代表事實上成為「終身職」，因此永遠不必改選的國會被譏為「萬年國會」<br>**結束** | 1991年、1992年，國會進行全面改選<br><br>【改寫自：吳密察監修，《臺灣史小事典》（臺北：遠流，2000），p.196。】,teachers_book,中華民國,政治,"[萬年國會, 國大代表, 立法委員, 大法官會議, 全面改選]",V.1/Ch.4/臺澎金馬一體化,萬年國會,,,
222,**出身** | 浙江長興人；1916年到日本留學，次年加入國民黨；畢業於京都帝國大學<br>**創刊** | 1949年11月，胡適、雷震等人在臺北創辦《自由中國》，試圖喚起一個「自由中國反共運動」<br>**與當局的互動** | **早期** 雜誌創刊初期，與國民黨關係良好與密切<br>**後期** 韓戰後，由於美國支持臺灣，臺灣由危轉安，《自由中國》的編輯重點由宣揚反共轉為鼓吹建立民主政治，因此觸怒統治當局<br>**雷震案** | 1. 1960年總統大選前夕，雷震與臺灣本土政治菁英李萬居、郭國基等人積極籌組「中國民主黨」<br>2. 警備總部以曾任職於《自由中國》的劉子英為「匪諜」，將雷震以「知匪不報」與「為匪宣傳」兩罪嫌判刑10年<br>3. 「中國民主黨」終告流產，《自由中國》隨之停刊<br><br>【改寫自：雷震，《雷震家書》（臺北：遠流，2003），pp.12 ~ 15。范泓，《民主的銅像：雷震先生傳》（臺北：秀威資訊，2008）。李筱峰，《臺灣史100件大事（下）》（臺北：玉山社，1999），p.47。李筱峰，《臺灣民主運動40年》（臺北：自立晚報，1993），pp.55 ~ 82】,teachers_book,中華民國,政治,"[雷震, 自由中國, 胡適, 中國民主黨, 民主政治]",V.1/Ch.4/臺澎金馬一體化,雷震與《自由中國》雜誌,,,
223,**時間** | 1987年3月24日<br>**口號** | 臺大60餘名學生組成大學改革請願團，懸掛黃色臂章，並高舉抗議標語，呼喊「教官退出校園」、「還我學生權」、「還我自治權」等口號，前往立法院請願<br>**訴求** | 1. 校長及系所主任由學生參與選舉產生<br>2. 人事任免及經費分配讓學生參與<br>3. 軍訓教官及黨團退出校園，並廢除特別權利關係，全面檢討教育法規中剝奪學生憲法基本人權之問題<br><br>【引用自：謝文全，《學校行政》（臺北：五南，2002），p.151】,teachers_book,中華民國,社會,"[教官退出校園, 學生權, 自治權, 大學改革, 特別權利關係]",V.1/Ch.4/臺澎金馬一體化,臺大學生要求教官退出校園,,,
224,**創立** | 1952年10月<br>**主導者** | 蔣經國<br>**作用** | 1. 動員、控制青年和學生<br>2. 擴大個人勢力的工具<br>**演變** | 1. 創立之初，接受國防部與教育部的委託，代理執行軍訓教育<br>2. 1960年代，救國團轉變成青年學生的休閒獎勵機制，高中的軍訓教育也移交回教育部管轄。此時救國團成為「辦團康」、「帶活動」的休閒機構，維繫了青年學生對國民黨的好感。救國團幾乎獨占了全臺灣青年學生的休閒活動，而且在各個旅遊勝地擁有大規模的住宿設備——「青年活動中心」，兼辦電臺、出版社，儼然成為旅遊、文化產業集團<br>3. 蔣經國去世後，救國團的黨國色彩愈來愈淡，但仍擁有龐大的觀光休閒資源<br><br>【引用自：吳密察監修，《臺灣史小事典》（臺北：遠流，2000），p.173】,teachers_book,中華民國,政治,"[救國團, 蔣經國, 動員, 控制青年, 黨國色彩]",V.1/Ch.4/臺澎金馬一體化,中國青年反共救國團,,,
225,**推動** | 1946年4月，臺灣省國語推行委員會成立，首先頒布標準「國音」，同時於各縣市設立「國語推行所」、講習班，積極推展國語運動<br>**教育措施** | 1. 1949年起，省教育廳實施師範學校國語國文畢業統考<br>2. 1951年，教育廳令各級學校應以「國語」教學，嚴禁「方言」，教師和學生之間談話都必須用「國語」。學生說不說「國語」，也會影響到其操行成績<br>3. 1963年，教育廳頒布命令，將推行國語列為校長考核教師年終考績的項目之一<br>**行政** | 許多臺灣知識分子因不懂國語被拒於公職之外<br>**影響** | 1950~1960年代，本地學生在校如果說方言，往往要受到處罰，備受屈辱。學生長期接受這種歧視的語言教育，再加上政府所操控的廣播電臺和電視臺，大部分都以「國語」發音，都使得臺灣本地語言日漸沒落，所謂的「國語」成為臺灣主要的語言<br><br>【引用自：李筱峰，《臺灣史 100 件大事（下）》（臺北：玉山社，1999），pp.14 ~ 16】,teachers_book,中華民國,文化,"[國語政策, 國語運動, 方言, 國語推行委員會, 語言教育]",V.1/Ch.4/臺澎金馬一體化,國語政策,,,
226,**早年事蹟** | 1. 蔣中正的長子，1922年到上海求學，後前往莫斯科，曾在蘇聯的軍隊、大學、工廠、農村生活過<br>2. 1937年3月回到中國，歷任江西省府專員、經濟管制委員會督導等職<br>**經歷** | 1952年創立「中國青年反共救國團」，先後擔任「國軍退除役官兵輔導委員會」主任、行政院副院長、國防部副部長、國防部長、行政院長<br>**擔任總統** | 1975年4月蔣中正去世後，蔣經國雖未馬上繼承政權，但代理總統嚴家淦在任期將屆時急流勇退，讓蔣經國順利當上第6任總統，此後又連任到1988年病逝為止<br>**影響** | 蔣經國執政後大量起用臺灣籍官員，在政治態度上漸趨開放，晚年甚至公開宣稱不會由蔣家人繼承政權，並提拔臺灣籍的李登輝擔任副總統，對臺灣後來的政局發展，影響非常深遠<br><br>【引用自：吳密察監修，《臺灣史小事典》（臺北：遠流，2000），p.173】,teachers_book,中華民國,政治,"[蔣經國, 蔣中正, 總統, 救國團, 李登輝]",V.1/Ch.4/臺澎金馬一體化,蔣經國,,,
